P1,P2,Pi,C1,C2,Ci
9152,9292,42,9152,9292,43
6663,9440,42,6663,9440,43
4031,9433,42,4031,9433,43
9512,8915,42,9512,8915,43
9117,9433,42,9117,9433,43
6663,9953,42,6663,9953,43
9167,1278,42,9167,1278,43
2616,1239,42,2616,1239,43
9512,8936,42,9512,8936,43
9152,8973,42,9152,8973,43
9167,8973,42,9167,8973,43
9099,9433,42,9099,9433,43
9117,9438,42,9117,9438,43
468,9492,42,468,9492,43
9152,8927,42,9152,8927,43
8890,1278,42,8890,1278,43
468,9953,42,468,9953,43
468,8915,42,468,8915,43
6663,9960,42,6663,9960,43
1892,8927,42,1892,8927,43
468,8927,42,468,8927,43
9167,9433,42,9167,9433,43
9518,9433,42,9518,9433,43
6663,9492,42,6663,9492,43
9178,9953,42,9178,9953,43
9152,1256,42,9152,1256,43
9646,7635,42,9646,7635,43
9512,9433,42,9512,9433,43
9117,9925,42,9117,9925,43
9152,8936,42,9152,8936,43
4031,9953,42,4031,9953,43
9152,120,42,9152,120,43
9167,8915,42,9167,8915,43
8807,1278,42,8807,1278,43
4031,1278,42,4031,1278,43
9518,8915,42,9518,8915,43
6663,9433,42,6663,9433,43
9178,8927,42,9178,8927,43
4031,9960,42,4031,9960,43
9099,8936,42,9099,8936,43
9646,9492,42,9646,9492,43
9117,9960,42,9117,9960,43
9167,8900,42,9167,8900,43
9152,8915,42,9152,8915,43
9117,1278,42,9117,1278,43
9152,9925,42,9152,9925,43
8775,9925,42,8775,9925,43
9152,7635,42,9152,7635,43
468,1278,42,468,1278,43
9152,9458,42,9152,9458,43
468,9440,42,468,9440,43
2186,9953,42,2186,9953,43
9518,8927,42,9518,8927,43
9167,8927,42,9167,8927,43
4031,9440,42,4031,9440,43
6663,8927,42,6663,8927,43
9152,9960,42,9152,9960,43
6663,9292,42,6663,9292,43
9178,1278,42,9178,1278,43
9152,9440,42,9152,9440,43
9099,9440,42,9099,9440,43
9646,1256,42,9646,1256,43
2186,5059,42,2186,5059,43
9099,8927,42,9099,8927,43
9152,9438,42,9152,9438,43
8890,9953,42,8890,9953,43
9117,7954,42,9117,7954,43
9152,9492,42,9152,9492,43
9152,7954,42,9152,7954,43
9117,8981,42,9117,8981,43
9512,8981,42,9512,8981,43
1892,9433,42,1892,9433,43
9167,8981,42,9167,8981,43
9167,9953,42,9167,9953,43
9152,5059,42,9152,5059,43
9167,2582,43,9167,2582,44
9117,8972,43,9117,8972,44
468,5059,43,468,5059,44
468,9433,43,468,9433,44
2186,9433,43,2186,9433,44
4031,8972,43,4031,8972,44
9167,1239,43,9167,1239,44
9152,9433,43,9152,9433,44
9167,5059,43,9167,5059,44
9099,8915,43,9099,8915,44
9167,8972,43,9167,8972,44
1892,1278,43,1892,1278,44
9099,1278,43,9099,1278,44
9152,8995,43,9152,8995,44
8775,8927,43,8775,8927,44
9152,8972,43,9152,8972,44
9152,1278,43,9152,1278,44
9152,8981,43,9152,8981,44
468,9292,43,468,9292,44
9512,9440,43,9512,9440,44
9152,8900,43,9152,8900,44
4031,8915,43,4031,8915,44
2186,8936,43,2186,8936,44
468,8981,43,468,8981,44
9152,2359,43,9152,2359,44
9152,2582,43,9152,2582,44
9178,5059,43,9178,5059,44
2186,9960,43,2186,9960,44
9167,9492,43,9167,9492,44
9167,8936,43,9167,8936,44
6663,1278,43,6663,1278,44
9117,5059,43,9117,5059,44
9518,1278,43,9518,1278,44
9512,1278,43,9512,1278,44
8775,9953,43,8775,9953,44
8807,9953,43,8807,9953,44
6663,5059,43,6663,5059,44
6663,8981,43,6663,8981,44
9152,9953,43,9152,9953,44
9178,8972,43,9178,8972,44
9646,8927,43,9646,8927,44
9117,8995,43,9117,8995,44
9117,9953,43,9117,9953,44
9152,6766,43,9152,6766,44
9152,1239,43,9152,1239,44
8775,1278,43,8775,1278,44
9117,8936,43,9117,8936,44
9099,8972,43,9099,8972,44
4031,8936,43,4031,8936,44
9167,9440,43,9167,9440,44
9099,8981,43,9099,8981,44
468,8972,43,468,8972,44
2186,9440,43,2186,9440,44
2616,8972,43,2616,8972,44
2186,8972,43,2186,8972,44
2186,1278,43,2186,1278,44
9099,9953,43,9099,9953,44
6663,8936,43,6663,8936,44
9167,9292,43,9167,9292,44
2186,8981,43,2186,8981,44
2186,8915,43,2186,8915,44
6663,8915,43,6663,8915,44
9099,5059,43,9099,5059,44
4031,8981,43,4031,8981,44
6663,2582,43,6663,2582,44
6663,8972,43,6663,8972,44
2616,1256,43,2616,1256,44
9152,9292,43,9152,9292,44
6663,9440,43,6663,9440,44
4031,9433,43,4031,9433,44
9512,8915,43,9512,8915,44
9117,9433,43,9117,9433,44
6663,9953,43,6663,9953,44
9167,1278,43,9167,1278,44
9152,8810,43,9152,8810,44
2616,1239,43,2616,1239,44
9512,8936,43,9512,8936,44
9152,8973,43,9152,8973,44
9167,8973,43,9167,8973,44
9099,9433,43,9099,9433,44
9117,9438,43,9117,9438,44
468,9492,43,468,9492,44
9152,8927,43,9152,8927,44
8890,1278,43,8890,1278,44
468,9953,43,468,9953,44
468,8915,43,468,8915,44
6663,9960,43,6663,9960,44
1892,8927,43,1892,8927,44
468,8927,43,468,8927,44
9167,9433,43,9167,9433,44
9518,9433,43,9518,9433,44
6663,9492,43,6663,9492,44
9178,9953,43,9178,9953,44
9152,1256,43,9152,1256,44
9646,7635,43,9646,7635,44
9512,9433,43,9512,9433,44
9117,9925,43,9117,9925,44
9152,8936,43,9152,8936,44
4031,9953,43,4031,9953,44
9152,120,43,9152,120,44
9167,8915,43,9167,8915,44
8807,1278,43,8807,1278,44
4031,1278,43,4031,1278,44
9518,8915,43,9518,8915,44
6663,9433,43,6663,9433,44
9178,8927,43,9178,8927,44
4031,9960,43,4031,9960,44
9099,8936,43,9099,8936,44
9646,9492,43,9646,9492,44
9117,9960,43,9117,9960,44
9167,8900,43,9167,8900,44
9152,8915,43,9152,8915,44
9117,1278,43,9117,1278,44
9152,9925,43,9152,9925,44
8775,9925,43,8775,9925,44
9152,7635,43,9152,7635,44
468,1278,43,468,1278,44
9152,9458,43,9152,9458,44
468,9440,43,468,9440,44
2186,9953,43,2186,9953,44
9518,8927,43,9518,8927,44
9167,8927,43,9167,8927,44
4031,9440,43,4031,9440,44
6663,8927,43,6663,8927,44
9152,9960,43,9152,9960,44
6663,9292,43,6663,9292,44
9178,1278,43,9178,1278,44
9152,9440,43,9152,9440,44
9099,9440,43,9099,9440,44
9646,1256,43,9646,1256,44
2186,5059,43,2186,5059,44
9099,8927,43,9099,8927,44
9152,9438,43,9152,9438,44
8890,9953,43,8890,9953,44
9117,7954,43,9117,7954,44
9152,9492,43,9152,9492,44
9152,7954,43,9152,7954,44
9117,8981,43,9117,8981,44
9512,8981,43,9512,8981,44
1892,9433,43,1892,9433,44
9167,8981,43,9167,8981,44
9167,9953,43,9167,9953,44
9152,5059,43,9152,5059,44
9167,2582,44,9167,2582,45
9117,8972,44,9117,8972,45
468,5059,44,468,5059,45
468,9433,44,468,9433,45
2186,9433,44,2186,9433,45
4031,8972,44,4031,8972,45
9167,1239,44,9167,1239,45
9152,9433,44,9152,9433,45
9167,5059,44,9167,5059,45
9099,8915,44,9099,8915,45
9167,8972,44,9167,8972,45
1892,1278,44,1892,1278,45
9099,1278,44,9099,1278,45
9152,8995,44,9152,8995,45
8775,8927,44,8775,8927,45
9152,8972,44,9152,8972,45
9152,1278,44,9152,1278,45
9152,8981,44,9152,8981,45
468,9292,44,468,9292,45
9512,9440,44,9512,9440,45
9152,8900,44,9152,8900,45
4031,8915,44,4031,8915,45
2186,8936,44,2186,8936,45
468,8981,44,468,8981,45
9152,2359,44,9152,2359,45
9152,2582,44,9152,2582,45
9178,5059,44,9178,5059,45
2186,9960,44,2186,9960,45
9167,9492,44,9167,9492,45
9167,8936,44,9167,8936,45
6663,1278,44,6663,1278,45
9117,5059,44,9117,5059,45
9518,1278,44,9518,1278,45
9512,1278,44,9512,1278,45
8775,9953,44,8775,9953,45
8807,9953,44,8807,9953,45
6663,8981,44,6663,8981,45
6663,5059,44,6663,5059,45
9152,9953,44,9152,9953,45
9178,8972,44,9178,8972,45
9646,8927,44,9646,8927,45
9117,8995,44,9117,8995,45
9117,9953,44,9117,9953,45
9152,6766,44,9152,6766,45
9152,1239,44,9152,1239,45
8775,1278,44,8775,1278,45
9117,8936,44,9117,8936,45
9099,8972,44,9099,8972,45
4031,8936,44,4031,8936,45
9167,9440,44,9167,9440,45
9099,8981,44,9099,8981,45
468,8972,44,468,8972,45
2186,9440,44,2186,9440,45
2616,8972,44,2616,8972,45
2186,8972,44,2186,8972,45
2186,1278,44,2186,1278,45
9099,9953,44,9099,9953,45
6663,8936,44,6663,8936,45
9167,9292,44,9167,9292,45
2186,8981,44,2186,8981,45
2186,8915,44,2186,8915,45
6663,8915,44,6663,8915,45
9099,5059,44,9099,5059,45
4031,8981,44,4031,8981,45
6663,2582,44,6663,2582,45
6663,8972,44,6663,8972,45
2616,1256,44,2616,1256,45
9152,9292,44,9152,9292,45
6663,9440,44,6663,9440,45
4031,9433,44,4031,9433,45
9512,8915,44,9512,8915,45
9117,9433,44,9117,9433,45
6663,9953,44,6663,9953,45
9167,1278,44,9167,1278,45
9152,8810,44,9152,8810,45
2186,1259,44,2186,1259,45
2616,1239,44,2616,1239,45
9512,8936,44,9512,8936,45
9152,8973,44,9152,8973,45
9167,8973,44,9167,8973,45
9099,9433,44,9099,9433,45
9117,9438,44,9117,9438,45
468,9492,44,468,9492,45
9152,8927,44,9152,8927,45
8890,1278,44,8890,1278,45
468,9953,44,468,9953,45
468,8915,44,468,8915,45
6663,9960,44,6663,9960,45
1892,8927,44,1892,8927,45
468,8927,44,468,8927,45
6663,1259,44,6663,1259,45
9167,9433,44,9167,9433,45
9518,9433,44,9518,9433,45
6663,9492,44,6663,9492,45
9178,9953,44,9178,9953,45
9152,1256,44,9152,1256,45
9646,7635,44,9646,7635,45
9512,9433,44,9512,9433,45
9117,9925,44,9117,9925,45
9152,8936,44,9152,8936,45
4031,9953,44,4031,9953,45
9152,120,44,9152,120,45
9167,8915,44,9167,8915,45
8807,1278,44,8807,1278,45
4031,1278,44,4031,1278,45
9518,8915,44,9518,8915,45
6663,9433,44,6663,9433,45
9178,8927,44,9178,8927,45
4031,9960,44,4031,9960,45
9099,8936,44,9099,8936,45
9646,9492,44,9646,9492,45
9117,9960,44,9117,9960,45
9167,8900,44,9167,8900,45
9152,8915,44,9152,8915,45
9117,1278,44,9117,1278,45
9152,9925,44,9152,9925,45
8775,9925,44,8775,9925,45
9152,7635,44,9152,7635,45
468,1278,44,468,1278,45
9152,9458,44,9152,9458,45
468,9440,44,468,9440,45
2186,9953,44,2186,9953,45
9518,8927,44,9518,8927,45
9167,8927,44,9167,8927,45
4031,9440,44,4031,9440,45
6663,8927,44,6663,8927,45
9152,9960,44,9152,9960,45
6663,9292,44,6663,9292,45
9178,1278,44,9178,1278,45
9152,9440,44,9152,9440,45
9099,9440,44,9099,9440,45
9646,1256,44,9646,1256,45
2186,5059,44,2186,5059,45
9099,8927,44,9099,8927,45
9167,1259,44,9167,1259,45
9152,9438,44,9152,9438,45
8890,9953,44,8890,9953,45
9117,7954,44,9117,7954,45
9152,9492,44,9152,9492,45
9152,7954,44,9152,7954,45
9117,8981,44,9117,8981,45
9512,8981,44,9512,8981,45
1892,9433,44,1892,9433,45
9167,8981,44,9167,8981,45
9167,9953,44,9167,9953,45
9152,5059,44,9152,5059,45
9167,2582,45,9167,2582,46
9117,8972,45,9117,8972,46
468,5059,45,468,5059,46
468,9433,45,468,9433,46
2186,9433,45,2186,9433,46
2293,8995,45,2293,8995,46
4031,8972,45,4031,8972,46
9152,9433,45,9152,9433,46
9167,1239,45,9167,1239,46
9167,5059,45,9167,5059,46
9099,8915,45,9099,8915,46
9167,8972,45,9167,8972,46
1892,1278,45,1892,1278,46
9099,1278,45,9099,1278,46
9152,8995,45,9152,8995,46
8775,8927,45,8775,8927,46
9152,8972,45,9152,8972,46
9152,1278,45,9152,1278,46
9152,8981,45,9152,8981,46
468,9292,45,468,9292,46
9512,9440,45,9512,9440,46
9152,8900,45,9152,8900,46
4031,8915,45,4031,8915,46
2186,8936,45,2186,8936,46
468,8981,45,468,8981,46
9152,2359,45,9152,2359,46
9152,2582,45,9152,2582,46
9178,5059,45,9178,5059,46
2186,9960,45,2186,9960,46
9167,9492,45,9167,9492,46
9167,8936,45,9167,8936,46
6663,1278,45,6663,1278,46
9117,5059,45,9117,5059,46
9518,1278,45,9518,1278,46
9512,1278,45,9512,1278,46
8775,9953,45,8775,9953,46
8807,9953,45,8807,9953,46
6663,5059,45,6663,5059,46
6663,8981,45,6663,8981,46
9152,9953,45,9152,9953,46
9178,8972,45,9178,8972,46
9646,8927,45,9646,8927,46
9117,8995,45,9117,8995,46
9117,9953,45,9117,9953,46
9152,6766,45,9152,6766,46
9152,1239,45,9152,1239,46
8775,1278,45,8775,1278,46
9117,8936,45,9117,8936,46
9099,8972,45,9099,8972,46
4031,8936,45,4031,8936,46
9167,9440,45,9167,9440,46
9099,8981,45,9099,8981,46
468,8972,45,468,8972,46
2186,9440,45,2186,9440,46
2616,8972,45,2616,8972,46
2186,8972,45,2186,8972,46
2186,1278,45,2186,1278,46
9099,9953,45,9099,9953,46
6663,8936,45,6663,8936,46
9167,9292,45,9167,9292,46
2186,8981,45,2186,8981,46
2186,8915,45,2186,8915,46
6663,8915,45,6663,8915,46
9099,5059,45,9099,5059,46
4031,8981,45,4031,8981,46
6663,2582,45,6663,2582,46
6663,8972,45,6663,8972,46
2616,1256,45,2616,1256,46
9152,9292,45,9152,9292,46
6663,9440,45,6663,9440,46
4031,9433,45,4031,9433,46
9512,8915,45,9512,8915,46
9117,9433,45,9117,9433,46
6663,9953,45,6663,9953,46
9167,1278,45,9167,1278,46
9152,8810,45,9152,8810,46
2186,1259,45,2186,1259,46
2616,1239,45,2616,1239,46
2293,120,45,2293,120,46
9512,8936,45,9512,8936,46
9152,8973,45,9152,8973,46
9167,8973,45,9167,8973,46
9099,9433,45,9099,9433,46
9117,9438,45,9117,9438,46
468,9492,45,468,9492,46
9152,8927,45,9152,8927,46
8890,1278,45,8890,1278,46
468,9953,45,468,9953,46
468,8915,45,468,8915,46
6663,9960,45,6663,9960,46
1892,8927,45,1892,8927,46
468,8927,45,468,8927,46
6663,1259,45,6663,1259,46
9167,9433,45,9167,9433,46
9518,9433,45,9518,9433,46
6663,9492,45,6663,9492,46
9178,9953,45,9178,9953,46
9152,1256,45,9152,1256,46
9646,7635,45,9646,7635,46
9512,9433,45,9512,9433,46
9117,9925,45,9117,9925,46
9152,8936,45,9152,8936,46
9152,120,45,9152,120,46
4031,9953,45,4031,9953,46
9167,8915,45,9167,8915,46
8807,1278,45,8807,1278,46
4031,1278,45,4031,1278,46
9518,8915,45,9518,8915,46
6663,9433,45,6663,9433,46
9178,8927,45,9178,8927,46
4031,9960,45,4031,9960,46
9099,8936,45,9099,8936,46
9646,9492,45,9646,9492,46
9117,9960,45,9117,9960,46
9167,8900,45,9167,8900,46
9152,8915,45,9152,8915,46
9117,1278,45,9117,1278,46
9152,9925,45,9152,9925,46
8775,9925,45,8775,9925,46
9152,7635,45,9152,7635,46
468,1278,45,468,1278,46
9152,9458,45,9152,9458,46
468,9440,45,468,9440,46
2186,9953,45,2186,9953,46
9518,8927,45,9518,8927,46
9167,8927,45,9167,8927,46
4031,9440,45,4031,9440,46
6663,8927,45,6663,8927,46
2293,9925,45,2293,9925,46
9152,9960,45,9152,9960,46
6663,9292,45,6663,9292,46
9178,1278,45,9178,1278,46
9152,9440,45,9152,9440,46
9099,9440,45,9099,9440,46
9646,1256,45,9646,1256,46
2186,5059,45,2186,5059,46
9099,8927,45,9099,8927,46
9167,1259,45,9167,1259,46
9152,9438,45,9152,9438,46
8890,9953,45,8890,9953,46
9117,7954,45,9117,7954,46
9152,9492,45,9152,9492,46
9152,7954,45,9152,7954,46
9117,8981,45,9117,8981,46
9512,8981,45,9512,8981,46
1892,9433,45,1892,9433,46
9167,8981,45,9167,8981,46
9167,9953,45,9167,9953,46
9152,5059,45,9152,5059,46
9167,2582,46,9167,2582,47
9117,8972,46,9117,8972,47
468,5059,46,468,5059,47
468,9433,46,468,9433,47
2186,9433,46,2186,9433,47
2293,8995,46,2293,8995,47
4031,8972,46,4031,8972,47
9167,1239,46,9167,1239,47
9152,9433,46,9152,9433,47
9167,5059,46,9167,5059,47
9099,8915,46,9099,8915,47
9167,8972,46,9167,8972,47
1892,1278,46,1892,1278,47
9099,1278,46,9099,1278,47
9152,8995,46,9152,8995,47
8775,8927,46,8775,8927,47
9152,8972,46,9152,8972,47
9152,1278,46,9152,1278,47
9152,8981,46,9152,8981,47
468,9292,46,468,9292,47
9512,9440,46,9512,9440,47
9152,8900,46,9152,8900,47
8068,9960,46,8068,9960,47
4031,8915,46,4031,8915,47
2186,8936,46,2186,8936,47
468,8981,46,468,8981,47
9152,2359,46,9152,2359,47
9152,2582,46,9152,2582,47
9178,5059,46,9178,5059,47
2186,9960,46,2186,9960,47
9167,9492,46,9167,9492,47
9167,8936,46,9167,8936,47
6663,1278,46,6663,1278,47
9117,5059,46,9117,5059,47
9518,1278,46,9518,1278,47
8068,8972,46,8068,8972,47
9512,1278,46,9512,1278,47
8775,9953,46,8775,9953,47
8807,9953,46,8807,9953,47
6663,8981,46,6663,8981,47
6663,5059,46,6663,5059,47
9152,9953,46,9152,9953,47
9178,8972,46,9178,8972,47
9646,8927,46,9646,8927,47
9117,8995,46,9117,8995,47
9117,9953,46,9117,9953,47
9152,6766,46,9152,6766,47
9152,1239,46,9152,1239,47
8775,1278,46,8775,1278,47
9117,8936,46,9117,8936,47
9099,8972,46,9099,8972,47
4031,8936,46,4031,8936,47
9167,9440,46,9167,9440,47
9099,8981,46,9099,8981,47
468,8972,46,468,8972,47
2186,9440,46,2186,9440,47
2186,8972,46,2186,8972,47
2616,8972,46,2616,8972,47
2186,1278,46,2186,1278,47
9099,9953,46,9099,9953,47
6663,8936,46,6663,8936,47
9167,9292,46,9167,9292,47
2186,8981,46,2186,8981,47
2186,8915,46,2186,8915,47
6663,8915,46,6663,8915,47
9099,5059,46,9099,5059,47
4031,8981,46,4031,8981,47
6663,2582,46,6663,2582,47
6663,8972,46,6663,8972,47
2616,1256,46,2616,1256,47
9152,9292,46,9152,9292,47
6663,9440,46,6663,9440,47
4031,9433,46,4031,9433,47
9512,8915,46,9512,8915,47
9117,9433,46,9117,9433,47
6663,9953,46,6663,9953,47
9167,1278,46,9167,1278,47
9152,8810,46,9152,8810,47
8068,9440,46,8068,9440,47
2186,1259,46,2186,1259,47
2616,1239,46,2616,1239,47
2293,120,46,2293,120,47
9512,8936,46,9512,8936,47
9152,8973,46,9152,8973,47
9167,8973,46,9167,8973,47
9099,9433,46,9099,9433,47
9117,9438,46,9117,9438,47
468,9492,46,468,9492,47
9152,8927,46,9152,8927,47
8890,1278,46,8890,1278,47
468,9953,46,468,9953,47
468,8915,46,468,8915,47
6663,9960,46,6663,9960,47
1892,8927,46,1892,8927,47
468,8927,46,468,8927,47
6663,1259,46,6663,1259,47
9167,9433,46,9167,9433,47
9518,9433,46,9518,9433,47
6663,9492,46,6663,9492,47
9178,9953,46,9178,9953,47
9152,1256,46,9152,1256,47
9646,7635,46,9646,7635,47
9512,9433,46,9512,9433,47
9117,9925,46,9117,9925,47
9152,8936,46,9152,8936,47
9152,120,46,9152,120,47
4031,9953,46,4031,9953,47
9167,8915,46,9167,8915,47
8807,1278,46,8807,1278,47
4031,1278,46,4031,1278,47
9518,8915,46,9518,8915,47
6663,9433,46,6663,9433,47
9178,8927,46,9178,8927,47
4031,9960,46,4031,9960,47
9099,8936,46,9099,8936,47
9646,9492,46,9646,9492,47
9117,9960,46,9117,9960,47
9167,8900,46,9167,8900,47
9152,8915,46,9152,8915,47
8068,8981,46,8068,8981,47
9117,1278,46,9117,1278,47
9152,9925,46,9152,9925,47
8775,9925,46,8775,9925,47
9152,7635,46,9152,7635,47
8068,8936,46,8068,8936,47
468,1278,46,468,1278,47
9152,9458,46,9152,9458,47
468,9440,46,468,9440,47
2186,9953,46,2186,9953,47
9518,8927,46,9518,8927,47
9167,8927,46,9167,8927,47
4031,9440,46,4031,9440,47
8068,1278,46,8068,1278,47
6663,8927,46,6663,8927,47
2293,9925,46,2293,9925,47
9152,9960,46,9152,9960,47
6663,9292,46,6663,9292,47
9178,1278,46,9178,1278,47
9152,9440,46,9152,9440,47
9099,9440,46,9099,9440,47
9646,1256,46,9646,1256,47
2186,5059,46,2186,5059,47
9099,8927,46,9099,8927,47
9167,1259,46,9167,1259,47
9152,9438,46,9152,9438,47
8890,9953,46,8890,9953,47
9117,7954,46,9117,7954,47
9152,9492,46,9152,9492,47
9152,7954,46,9152,7954,47
9117,8981,46,9117,8981,47
9512,8981,46,9512,8981,47
1892,9433,46,1892,9433,47
9167,8981,46,9167,8981,47
9167,9953,46,9167,9953,47
9152,5059,46,9152,5059,47
9167,2582,47,9167,2582,48
9117,8972,47,9117,8972,48
468,5059,47,468,5059,48
468,9433,47,468,9433,48
2186,9433,47,2186,9433,48
2293,8995,47,2293,8995,48
4031,8972,47,4031,8972,48
9167,1239,47,9167,1239,48
9152,9433,47,9152,9433,48
9167,5059,47,9167,5059,48
9099,8915,47,9099,8915,48
9167,8972,47,9167,8972,48
1892,1278,47,1892,1278,48
9099,1278,47,9099,1278,48
6334,9440,47,6334,9440,48
9152,8995,47,9152,8995,48
8775,8927,47,8775,8927,48
9152,8972,47,9152,8972,48
9152,1278,47,9152,1278,48
9152,8981,47,9152,8981,48
468,9292,47,468,9292,48
9512,9440,47,9512,9440,48
9152,8900,47,9152,8900,48
8068,9960,47,8068,9960,48
4031,8915,47,4031,8915,48
2186,8936,47,2186,8936,48
468,8981,47,468,8981,48
9152,2359,47,9152,2359,48
9152,2582,47,9152,2582,48
9178,5059,47,9178,5059,48
2186,9960,47,2186,9960,48
9167,9492,47,9167,9492,48
9167,8936,47,9167,8936,48
6663,1278,47,6663,1278,48
9117,5059,47,9117,5059,48
9518,1278,47,9518,1278,48
8068,8972,47,8068,8972,48
9512,1278,47,9512,1278,48
8775,9953,47,8775,9953,48
8807,9953,47,8807,9953,48
6663,5059,47,6663,5059,48
6663,8981,47,6663,8981,48
9152,9953,47,9152,9953,48
9178,8972,47,9178,8972,48
9646,8927,47,9646,8927,48
9117,8995,47,9117,8995,48
6334,8915,47,6334,8915,48
9117,9953,47,9117,9953,48
9152,6766,47,9152,6766,48
9152,1239,47,9152,1239,48
8775,1278,47,8775,1278,48
9117,8936,47,9117,8936,48
9099,8972,47,9099,8972,48
4031,8936,47,4031,8936,48
9167,9440,47,9167,9440,48
9099,8981,47,9099,8981,48
6334,5059,47,6334,5059,48
468,8972,47,468,8972,48
2186,9440,47,2186,9440,48
2186,8972,47,2186,8972,48
2616,8972,47,2616,8972,48
2186,1278,47,2186,1278,48
9099,9953,47,9099,9953,48
6663,8936,47,6663,8936,48
9167,9292,47,9167,9292,48
2186,8981,47,2186,8981,48
2186,8915,47,2186,8915,48
6663,8915,47,6663,8915,48
9099,5059,47,9099,5059,48
4031,8981,47,4031,8981,48
6663,2582,47,6663,2582,48
6663,8972,47,6663,8972,48
2616,1256,47,2616,1256,48
9152,9292,47,9152,9292,48
6663,9440,47,6663,9440,48
4031,9433,47,4031,9433,48
9512,8915,47,9512,8915,48
9117,9433,47,9117,9433,48
6663,9953,47,6663,9953,48
9167,1278,47,9167,1278,48
9152,8810,47,9152,8810,48
8068,9440,47,8068,9440,48
2186,1259,47,2186,1259,48
2616,1239,47,2616,1239,48
2293,120,47,2293,120,48
9512,8936,47,9512,8936,48
9152,8973,47,9152,8973,48
9167,8973,47,9167,8973,48
9099,9433,47,9099,9433,48
9117,9438,47,9117,9438,48
468,9492,47,468,9492,48
9152,8927,47,9152,8927,48
8890,1278,47,8890,1278,48
468,9953,47,468,9953,48
468,8915,47,468,8915,48
6663,9960,47,6663,9960,48
1892,8927,47,1892,8927,48
468,8927,47,468,8927,48
6663,1259,47,6663,1259,48
9167,9433,47,9167,9433,48
9518,9433,47,9518,9433,48
6663,9492,47,6663,9492,48
9178,9953,47,9178,9953,48
9152,1256,47,9152,1256,48
9646,7635,47,9646,7635,48
9512,9433,47,9512,9433,48
9117,9925,47,9117,9925,48
9152,8936,47,9152,8936,48
9152,120,47,9152,120,48
4031,9953,47,4031,9953,48
9167,8915,47,9167,8915,48
8807,1278,47,8807,1278,48
4031,1278,47,4031,1278,48
9518,8915,47,9518,8915,48
6663,9433,47,6663,9433,48
9178,8927,47,9178,8927,48
4031,9960,47,4031,9960,48
9099,8936,47,9099,8936,48
9646,9492,47,9646,9492,48
9117,9960,47,9117,9960,48
9167,8900,47,9167,8900,48
9152,8915,47,9152,8915,48
8068,8981,47,8068,8981,48
9117,1278,47,9117,1278,48
9152,9925,47,9152,9925,48
8775,9925,47,8775,9925,48
9152,7635,47,9152,7635,48
6334,9433,47,6334,9433,48
8068,8936,47,8068,8936,48
468,1278,47,468,1278,48
9152,9458,47,9152,9458,48
468,9440,47,468,9440,48
2186,9953,47,2186,9953,48
9518,8927,47,9518,8927,48
9167,8927,47,9167,8927,48
4031,9440,47,4031,9440,48
8068,1278,47,8068,1278,48
6663,8927,47,6663,8927,48
6334,8927,47,6334,8927,48
2293,9925,47,2293,9925,48
9152,9960,47,9152,9960,48
6663,9292,47,6663,9292,48
9178,1278,47,9178,1278,48
9152,9440,47,9152,9440,48
9099,9440,47,9099,9440,48
9646,1256,47,9646,1256,48
2186,5059,47,2186,5059,48
9099,8927,47,9099,8927,48
9167,1259,47,9167,1259,48
9152,9438,47,9152,9438,48
8890,9953,47,8890,9953,48
9117,7954,47,9117,7954,48
9152,9492,47,9152,9492,48
9152,7954,47,9152,7954,48
9117,8981,47,9117,8981,48
9512,8981,47,9512,8981,48
1892,9433,47,1892,9433,48
9167,8981,47,9167,8981,48
9167,9953,47,9167,9953,48
9152,5059,47,9152,5059,48
9167,2582,48,9167,2582,49
9117,8972,48,9117,8972,49
468,5059,48,468,5059,49
468,9433,48,468,9433,49
2186,9433,48,2186,9433,49
2293,8995,48,2293,8995,49
4031,8972,48,4031,8972,49
9167,1239,48,9167,1239,49
9152,9433,48,9152,9433,49
9167,5059,48,9167,5059,49
9099,8915,48,9099,8915,49
9167,8972,48,9167,8972,49
1892,1278,48,1892,1278,49
9099,1278,48,9099,1278,49
6334,9440,48,6334,9440,49
9650,8981,48,9650,8981,49
9152,8995,48,9152,8995,49
8775,8927,48,8775,8927,49
9152,8972,48,9152,8972,49
9152,1278,48,9152,1278,49
9152,8981,48,9152,8981,49
468,9292,48,468,9292,49
9512,9440,48,9512,9440,49
9152,8900,48,9152,8900,49
8068,9960,48,8068,9960,49
4031,8915,48,4031,8915,49
2186,8936,48,2186,8936,49
468,8981,48,468,8981,49
9152,2359,48,9152,2359,49
9152,2582,48,9152,2582,49
9178,5059,48,9178,5059,49
2186,9960,48,2186,9960,49
9167,9492,48,9167,9492,49
9167,8936,48,9167,8936,49
6663,1278,48,6663,1278,49
9117,5059,48,9117,5059,49
9518,1278,48,9518,1278,49
9650,1278,48,9650,1278,49
8068,8972,48,8068,8972,49
9512,1278,48,9512,1278,49
8775,9953,48,8775,9953,49
8807,9953,48,8807,9953,49
6663,5059,48,6663,5059,49
6663,8981,48,6663,8981,49
9152,9953,48,9152,9953,49
9178,8972,48,9178,8972,49
9646,8927,48,9646,8927,49
9117,8995,48,9117,8995,49
9650,8927,48,9650,8927,49
6334,8915,48,6334,8915,49
9117,9953,48,9117,9953,49
9152,6766,48,9152,6766,49
9152,1239,48,9152,1239,49
8775,1278,48,8775,1278,49
9117,8936,48,9117,8936,49
